corrected_at_inspection,correction_deadline,correction_verified,date,facility_id,narrative_id,risk_level,source,standard,corrected_on_time
No,2013-05-10 00:00:00,2013-05-07 00:00:00,2013-04-26 00:00:00,95720,977891106,Medium High,Monitoring Inspections,749.2801(a)(2) - Evaluating a Foster Home-must evaluate a home for compliance with relevant rules whenever there is a major life change in the foster family,True
No,2013-05-10 00:00:00,2013-05-07 00:00:00,2013-04-26 00:00:00,95720,977997109,Medium,Monitoring Inspections,"749.669(6) - Child placement management staff responsibilities-Review, approve, sign and date initial and updated service plans",True
No,2013-05-10 00:00:00,2013-05-07 00:00:00,2013-04-26 00:00:00,95720,977961778,Medium,Monitoring Inspections,749.673 - Child placement staff qualifications-Employees who perform child placement activities must meet educational and professional qualifications,True
No,2013-05-13 00:00:00,2013-05-07 00:00:00,2013-04-26 00:00:00,95720,977785718,Medium,Monitoring Inspections,"749.103(4) - Permit holder responsibilities-Ensure all required documentation is true, current, accurate, and complete",True
No,2013-05-10 00:00:00,2013-05-07 00:00:00,2013-04-26 00:00:00,95720,977750310,Medium,Monitoring Inspections,"749.1417(a) - TB exam-Persons over 1 yr old who live, work, volunteer at operation have exam w/in 30 days, unless person had previous exam that meets requirements",True
No,2013-04-26 00:00:00,2013-05-01 00:00:00,2013-04-17 00:00:00,95720,978124580,Medium,Assessments,"749.1417(a) - TB exam-Persons over 1 yr old who live, work, volunteer at operation have exam w/in 30 days, unless person had previous exam that meets requirements",False
No,2013-03-12 00:00:00,2013-03-06 00:00:00,2013-03-04 00:00:00,95720,978038980,Medium High,Reports,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,True
No,2013-03-12 00:00:00,2013-03-06 00:00:00,2013-03-04 00:00:00,95720,978038981,Medium,Reports,749.511 - Serious Incident Documentation-Documented in written report,True
No,2013-04-30 00:00:00,2013-06-24 00:00:00,2013-02-01 00:00:00,95720,978038977,High,Reports,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",False
No,2013-04-30 00:00:00,2013-07-03 00:00:00,2013-02-01 00:00:00,95720,978038976,High,Reports,"745.615(a)(6)(C) - Required background check - Each person 14 years of age or older, other than a client in care, that has unsupervised access to the children in care",False
No,2013-04-30 00:00:00,2013-06-24 00:00:00,2013-02-01 00:00:00,95720,978038975,High,Reports,"749.2593(a)(3) - Supervision-The caregiver is responsible for ensuring each child's safety and well being, including auditory and/or visual awareness of the child",False
No,2015-01-12 00:00:00,2015-01-12 00:00:00,2014-12-12 00:00:00,269604,977983674,Medium Low,Monitoring Inspections,749.1331(1) - Service Plan Review and Update-Review and update the plan for children receiving child-care services at least 180 days from the date of last plan,True
No,2015-01-12 00:00:00,2015-01-12 00:00:00,2014-12-12 00:00:00,269604,977807716,Medium,Monitoring Inspections,749.1005(a) - Informing child of rights-Review rights with child/parents within 7 days of child's admission; provide child/parents with written copy of rights,True
No,2015-01-12 00:00:00,2015-01-12 00:00:00,2014-12-12 00:00:00,269604,977983673,High,Monitoring Inspections,"749.983 - First-aid-CPR renewal-Each caregiver must complete any new first-aid training or CPR training, as required to maintain a current certification",True
No,2014-12-05 00:00:00,2014-12-30 00:00:00,2014-11-26 00:00:00,269604,978017833,Medium,Monitoring Inspections,"749.1003(b)(12) - Children's rights-Adhere to child's right to adequate personal clothing selected by him/her, suitable to age/size and comparable with peers",False
No,2014-10-14 00:00:00,2014-10-16 00:00:00,2014-09-09 00:00:00,269604,978073620,Medium Low,Reports,749.1543(a) - Medication records-The foster parents must maintain medication records at the foster home for current month,False
No,2014-10-14 00:00:00,2014-10-16 00:00:00,2014-09-09 00:00:00,269604,978073616,Medium High,Reports,749.1463(b)(3) - Administration of Medication-Administer medications according to label instructions or a prescribing health-care professional's subsequent orders,False
No,2014-10-14 00:00:00,2014-10-16 00:00:00,2014-09-09 00:00:00,269604,978073621,Medium,Reports,"749.103(4) - Permit holder responsibilities-Ensure all required documentation is true, current, accurate, and complete",False
No,2014-10-20 00:00:00,2014-10-20 00:00:00,2014-08-22 00:00:00,269604,978073612,High,Self Reported Incidents,749.1813(c) - Infant requirements-A foster home may not use soft bedding in a crib for an infant twelve months old or younger,True
No,2014-10-02 00:00:00,2014-10-02 00:00:00,2014-08-20 00:00:00,269604,978073610,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2014-12-05 00:00:00,2014-12-05 00:00:00,2014-08-11 00:00:00,269604,978073603,Medium High,Reports,749.1309(b)(1)(D)(i) - Initial Service Plan-Caregiver instructions must include specific information about level of supervision required,True
No,2014-12-05 00:00:00,2014-12-05 00:00:00,2014-08-11 00:00:00,269604,978073600,Medium High,Reports,749.1003(b)(5)(B) - Children's rights-Adhere to the child's rights to be free from being subjected to corporal punishment,True
No,2014-12-05 00:00:00,2014-12-05 00:00:00,2014-08-11 00:00:00,269604,978073605,Medium,Reports,749.1307 - Service Planning-Complete the initial service plan within 40 days after child is admitted,True
No,2014-12-05 00:00:00,2014-12-05 00:00:00,2014-08-11 00:00:00,269604,978073604,High,Reports,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",True
No,2014-10-06 00:00:00,2014-10-03 00:00:00,2014-07-31 00:00:00,269604,978073596,Medium High,Reports,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,True
No,2014-10-03 00:00:00,2014-09-30 00:00:00,2014-07-24 00:00:00,269604,978073591,Medium,Reports,749.503(d)(6)(A) - Serious Incident-Report to Licensing within 24 hours of awareness arrest/indictment/criminal complaint of person under the auspices of agency,True
No,2014-08-22 00:00:00,2014-08-21 00:00:00,2014-06-10 00:00:00,269604,978073585,Medium High,Reports,"749.1957(8) - Other Prohibited Discipline-Humiliating, shaming, ridiculing, rejecting, or yelling at a child",True
No,2014-08-22 00:00:00,2014-08-21 00:00:00,2014-06-10 00:00:00,269604,978073586,Medium High,Reports,"749.2593(b)(4) - Supervision-When supervising a child, a caregiver must take into account the surrounding circumstances, hazards, and risks",True
No,2014-08-22 00:00:00,2014-08-21 00:00:00,2014-06-10 00:00:00,269604,978073583,High,Reports,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",True
No,2014-08-29 00:00:00,2014-09-22 00:00:00,2014-05-22 00:00:00,269604,978073577,High,Reports,"749.607(2) - Employee and caregiver responsibilities-Report suspected abuse, neglect, exploitation to Child Abuse Hotline and designated employee/administrator",False
No,2014-08-29 00:00:00,2014-09-22 00:00:00,2014-05-22 00:00:00,269604,978073576,High,Reports,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",False
No,2014-08-29 00:00:00,2014-09-22 00:00:00,2014-05-22 00:00:00,269604,978073573,High,Reports,"749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",False
No,2014-05-30 00:00:00,2014-05-30 00:00:00,2014-05-09 00:00:00,269604,978007438,Medium Low,Monitoring Inspections,"749.1305 - Preliminary Service Planning-the placement staff must develop, sign, and date the preliminary service plan",True
No,2014-05-30 00:00:00,2014-05-30 00:00:00,2014-05-09 00:00:00,269604,978007437,Medium High,Monitoring Inspections,"749.2917 - Animals-animals at the home must be kept free of disease; must be vaccinated and treated by a licensed veterinarian, must not be a health risk",True
No,2014-05-30 00:00:00,2014-05-30 00:00:00,2014-05-09 00:00:00,269604,977972204,Medium,Monitoring Inspections,"749.2815(c) - Supervisory Visits-Document rules evaluated, deficiencies, compliance plans; document change to home study info, incl. reason for verification change",True
No,2014-05-30 00:00:00,2014-05-30 00:00:00,2014-05-09 00:00:00,269604,977936733,Medium,Monitoring Inspections,749.1005(a) - Informing child of rights-Review rights with child/parents within 7 days of child's admission; provide child/parents with written copy of rights,True
No,2014-05-30 00:00:00,2014-05-30 00:00:00,2014-05-09 00:00:00,269604,977901383,Medium,Monitoring Inspections,749.1291(d) - Contact between child placement staff and children-Significant and documented in the child's record,True
No,2014-05-30 00:00:00,2014-05-30 00:00:00,2014-05-09 00:00:00,269604,977901382,Medium,Monitoring Inspections,749.1307 - Service Planning-Complete the initial service plan within 40 days after child is admitted,True
No,2014-03-21 00:00:00,2014-04-07 00:00:00,2014-03-03 00:00:00,269604,978073560,High,Reports,"749.981(a)(2) - First-aid-CPR training-Caregiver must be certified in CPR for infants, children, and adults before he can be only caregiver responsible for a child",False
No,2014-04-14 00:00:00,2014-04-11 00:00:00,2014-02-13 00:00:00,269604,978073552,Medium,Reports,749.1321(a)(3) - Sharing Initial Service Plan-Agency must give copy or summary of the initial service plan to the child's caregivers,True
No,2014-04-14 00:00:00,2014-04-11 00:00:00,2014-02-13 00:00:00,269604,978073551,High,Reports,"749.2447(7) - Foster Home Screening-\-Agency documents background check results, including asking about domestic violence involving law enforcement in last 12 months",True
No,2014-07-16 00:00:00,2014-09-22 00:00:00,2014-02-10 00:00:00,269604,978073537,Medium High,Reports,749.1957(9) - Other Prohibited Discipline-Subjecting a child to abusive or profane language,False
No,2014-07-16 00:00:00,2014-09-22 00:00:00,2014-02-10 00:00:00,269604,978073540,High,Reports,"749.1957(1) - Other Prohibited Discipline-Any harsh, cruel, unusual, unnecessary, demeaning, or humiliating discipline or punishment",False
No,2014-07-16 00:00:00,2014-09-22 00:00:00,2014-02-10 00:00:00,269604,978073539,High,Reports,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",False
No,2014-04-25 00:00:00,2014-09-22 00:00:00,2014-02-09 00:00:00,269604,978073529,Medium,Reports,749.503(a)(9)(A) - Serious Incident-Report to Licensing no later than 24 hours after determining a child 13 years old or older is missing,False
No,2014-03-20 00:00:00,2014-09-22 00:00:00,2014-02-02 00:00:00,269604,978073526,Medium High,Self Reported Incidents,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,False
No,2013-11-29 00:00:00,2013-11-27 00:00:00,2013-11-20 00:00:00,269604,977966884,Medium High,Monitoring Inspections,"749.3663(a) - Adoptive Home Care/Safety-Home clean, safe and free of obvious fire and other hazards; home equipped with smoke detectors",True
No,2013-11-18 00:00:00,2014-10-27 00:00:00,2013-10-30 00:00:00,269604,978000016,Medium Low,Monitoring Inspections,"749.1427(b) - Vision and Hearing-Vision/hearing screening results on file for child, or parental statement that school has records or screening should not be done",False
No,2013-11-18 00:00:00,2014-10-27 00:00:00,2013-10-30 00:00:00,269604,977929353,Medium Low,Monitoring Inspections,749.1009(b)(1) - Child Rights parent contact-Document in the child's record any plans for contact between the child and a parent,False
No,2013-11-18 00:00:00,2014-10-27 00:00:00,2013-10-30 00:00:00,269604,978000014,Medium,Monitoring Inspections,749.1411 - General dental requirements-A licensed dentist determines the frequency and need for ongoing maintenance of dental health for a child,False
No,2013-11-18 00:00:00,2014-10-27 00:00:00,2013-10-30 00:00:00,269604,977929354,Medium,Monitoring Inspections,749.1401(b)(3) - General medical requirements-Child's record must have written record of each medical exam noting follow-up treatment recommendations and appointments,False
No,2013-12-03 00:00:00,2013-12-02 00:00:00,2013-10-22 00:00:00,269604,978073495,Medium High,Reports,749.1003(b)(5)(B) - Children's rights-Adhere to the child's rights to be free from being subjected to corporal punishment,True
No,2014-06-04 00:00:00,2014-09-19 00:00:00,2013-10-07 00:00:00,269604,978073490,High,Reports,"749.2593(a)(3) - Supervision-The caregiver is responsible for ensuring each child's safety and well being, including auditory and/or visual awareness of the child",False
No,2014-06-04 00:00:00,2014-09-19 00:00:00,2013-10-07 00:00:00,269604,978073489,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",False
